name;metric;subset
Fluentd;3.1639079000000123;1Kx100chars
Fluentd;3.1371466000000083;1Kx1000chars
Stanza;1.144361399999994;1Kx100chars
Stanza;1.1255397000000045;1Kx1000chars
Vector;3.1181858000000062;1Kx100chars
Vector;3.2344711000000075;1Kx1000chars
