name;metric;subset
Fluent Bit;9.939739299999985;1Mx100chars
Fluent Bit;16.31052199999999;1Mx1000chars
Fluentd;10.020610299999987;1Mx100chars
Fluentd;11.095347800000013;1Mx1000chars
Stanza;14.718914100000006;1Mx100chars
Stanza;14.262756000000024;1Mx1000chars
Vector;10.346172700000011;1Mx100chars
Vector;16.42062870000001;1Mx1000chars
