name;metric;subset
Fluent Bit;1.975067299999992;1Mx100chars
Fluent Bit;9.988993899999997;1Mx1000chars
Fluentd;11.994832300000013;1Mx100chars
Fluentd;19.006314400000008;1Mx1000chars
Vector;10.971759100000014;1Mx100chars
Vector;11.98032550000002;1Mx1000chars
